,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category
3254,Order Finished,Sue Ann Reed,2011-08-08,35,212120,0.08,16970,Office Supplies,"Scissors, Rulers & Trimmers"
3256,Order Finished,Thais Sissman,2009-06-19,36,20245440,0.07,1417181,Furniture,Chairs & Chairmats
3258,Order Finished,Katherine Ducich,2009-01-17,3,598160,0.03,17945,Office Supplies,Envelopes
3259,Order Finished,Victor Price,2009-01-27,4,754426,0.02,15089,Technology,Telephones & Communication
3260,Order Finished,Tanja Norvell,2011-06-30,15,280140,0.04,11206,Office Supplies,Binders & Binder Accessories
3263,Order Finished,Tanja Norvell,2010-11-09,9,99780,0.06,5987,Office Supplies,Paper
3264,Order Finished,Tracy Zic,2010-06-02,32,1199040,0.04,47962,Technology,Office Machines
3265,Order Returned,Thais Sissman,2010-04-19,26,7324320,0.01,73243,Furniture,Bookcases
3267,Order Finished,Thais Sissman,2011-03-11,6,254980,0.08,20398,Technology,Computer Peripherals
3269,Order Finished,Denny Joy,2010-06-21,8,110000,0.05,5500,Office Supplies,Binders & Binder Accessories
3270,Order Finished,Steven Ward,2009-11-18,4,349100,0.05,17455,Technology,Computer Peripherals
3272,Order Finished,Tracy Collins,2011-06-24,44,1679400,0.07,117558,Office Supplies,Paper
3275,Order Finished,Natalie Webber,2009-10-04,24,3096860,0.02,61937,Furniture,Office Furnishings
3276,Order Finished,Toby Knight,2010-03-12,21,4371907,0.1,437191,Technology,Telephones & Communication
3278,Order Finished,Nick Radford,2012-08-07,38,12433200,0.02,248664,Office Supplies,Storage & Organization
3281,Order Finished,Ross Baird,2010-09-27,8,4349920,0.05,217496,Technology,Office Machines
3282,Order Finished,Maurice Satty,2012-12-24,7,102060,0.09,9185,Office Supplies,Binders & Binder Accessories
3288,Order Finished,Sue Ann Reed,2010-10-23,33,926840,0.08,74147,Office Supplies,Binders & Binder Accessories
3289,Order Finished,Jill Stevenson,2011-01-21,4,1994000,0.09,179460,Furniture,Chairs & Chairmats
3290,Order Finished,Penelope Sewall,2012-02-06,43,4715817,0.06,282949,Technology,Telephones & Communication
3291,Order Returned,Gary Hwang,2011-01-01,15,145340,0.04,5814,Office Supplies,Paper
3292,Order Returned,Roy Skaria,2012-06-27,50,198160,0.01,1982,Office Supplies,Pens & Art Supplies
3296,Order Finished,Nora Pelletier,2011-06-24,5,262540,0.1,26254,Furniture,Chairs & Chairmats
3298,Order Finished,Valerie Takahito,2012-09-23,21,1577700,0.06,94662,Office Supplies,Binders & Binder Accessories
3299,Order Finished,Valerie Dominguez,2011-10-30,26,133200,0.08,10656,Office Supplies,Rubber Bands
3300,Order Finished,Gary Hwang,2012-11-01,36,141260,0.1,14126,Office Supplies,"Scissors, Rulers & Trimmers"
3302,Order Finished,Natalie Webber,2010-03-14,41,956760,0.09,86108,Office Supplies,Appliances
3304,Order Finished,Thais Sissman,2010-02-11,30,629860,0.0,0,Technology,Office Machines
3309,Order Finished,Mike Gockenbach,2010-09-18,10,78840,0.06,4730,Office Supplies,Pens & Art Supplies
3311,Order Finished,Nora Pelletier,2011-07-13,38,274140,0.09,24673,Office Supplies,Binders & Binder Accessories
3313,Order Finished,Maurice Satty,2011-04-15,17,68320,0.09,6149,Office Supplies,Pens & Art Supplies
3314,Order Finished,Tom Zandusky,2009-08-18,5,489800,0.06,29388,Technology,Computer Peripherals
3315,Order Finished,Natalie Webber,2011-02-01,2,250546,0.02,5011,Technology,Telephones & Communication
3317,Order Finished,Gary Hwang,2012-03-09,41,531220,0.1,53122,Office Supplies,Paper
3318,Order Finished,Jamie Frazer,2011-12-15,21,4078660,0.08,326293,Furniture,Chairs & Chairmats
3319,Order Finished,Natalie Webber,2009-01-18,50,5685080,0.05,284254,Office Supplies,Binders & Binder Accessories
3320,Order Finished,Joseph Airdo,2011-11-25,24,80480,0.1,8048,Office Supplies,Pens & Art Supplies
3321,Order Finished,Irene Maddox,2009-07-17,21,197540,0.07,13828,Office Supplies,Labels
3324,Order Finished,Mick Crebagga,2011-03-13,20,2920840,0.04,116834,Office Supplies,Appliances
3326,Order Finished,Steven Ward,2011-01-02,50,2454360,0.0,0,Furniture,Office Furnishings
3329,Order Finished,Linda Southworth,2011-03-26,44,410220,0.06,24613,Office Supplies,Labels
3330,Order Finished,Roy Skaria,2012-02-06,46,22072320,0.05,1103616,Furniture,Tables
3333,Order Finished,Valerie Takahito,2012-03-19,46,350460,0.04,14018,Office Supplies,Envelopes
3334,Order Returned,Mike Gockenbach,2010-05-26,43,449160,0.03,13475,Office Supplies,Paper
3335,Order Finished,Ryan Crowe,2012-05-09,6,686720,0.08,54938,Office Supplies,Appliances
3336,Order Finished,Troy Blackwell,2010-12-03,30,4955980,0.0,0,Office Supplies,Appliances
3337,Order Finished,Mike Gockenbach,2009-01-13,50,595520,0.07,41686,Office Supplies,Paper
3338,Order Finished,Valerie Dominguez,2009-01-05,43,514820,0.09,46334,Office Supplies,Storage & Organization
3339,Order Returned,Michael Oakman,2010-11-23,35,482860,0.01,4829,Office Supplies,"Scissors, Rulers & Trimmers"
3340,Order Finished,Gary Mc Garr,2011-11-19,14,188640,0.06,11318,Office Supplies,Paper
3341,Order Finished,Henry Goldwyn,2009-11-07,45,306540,0.08,24523,Office Supplies,Labels
3342,Order Finished,Thais Sissman,2011-04-21,47,1343560,0.1,134356,Office Supplies,Envelopes
3343,Order Finished,Troy Blackwell,2012-09-29,28,2215280,0.06,132917,Office Supplies,Binders & Binder Accessories
3345,Order Finished,Mick Crebagga,2012-12-10,12,7069120,0.03,212074,Office Supplies,Appliances
3347,Order Finished,Joseph Airdo,2011-05-20,25,148140,0.04,5926,Office Supplies,Binders & Binder Accessories
3349,Order Finished,Tracy Collins,2011-10-26,19,150380,0.05,7519,Office Supplies,Labels
3350,Order Finished,Irene Maddox,2011-07-07,23,2056320,0.07,143942,Technology,Telephones & Communication
3353,Order Returned,Rachel Payne,2009-10-31,9,267700,0.03,8031,Office Supplies,Storage & Organization
3354,Order Finished,Tanja Norvell,2009-10-19,50,15655020,0.05,782751,Technology,Computer Peripherals
3355,Order Finished,Craig Molinari,2011-02-28,13,140260,0.02,2805,Office Supplies,Paper
3358,Order Finished,Valerie Takahito,2010-01-03,43,575220,0.02,11504,Office Supplies,Paper
3360,Order Finished,Penelope Sewall,2012-06-28,26,14403780,0.09,1296340,Furniture,Tables
3362,Order Finished,Tanja Norvell,2012-08-12,50,4080780,0.07,285655,Office Supplies,Paper
3365,Order Finished,Meg Tillman,2011-07-27,16,83040,0.06,4982,Office Supplies,Paper
3367,Order Finished,Tracy Zic,2012-11-19,26,6454760,0.05,322738,Furniture,Chairs & Chairmats
3368,Order Finished,Evan Bailliet,2009-02-10,7,208920,0.01,2089,Technology,Office Machines
3370,Order Finished,Jill Fjeld,2012-01-04,38,7063500,0.0,0,Furniture,Office Furnishings
3371,Order Finished,Rachel Payne,2012-09-09,12,173380,0.0,0,Office Supplies,Paper
3376,Order Returned,Steven Cartwright,2012-01-26,4,2070400,0.08,165632,Technology,Office Machines
3377,Order Finished,Eric Hoffmann,2010-01-06,25,227600,0.07,15932,Office Supplies,Binders & Binder Accessories
3379,Order Finished,Penelope Sewall,2012-09-18,24,323740,0.04,12950,Office Supplies,Paper
3380,Order Finished,Mick Crebagga,2010-08-13,26,90760,0.07,6353,Office Supplies,Pens & Art Supplies
3381,Order Finished,Matthew Clasen,2009-08-28,9,247840,0.09,22306,Furniture,Office Furnishings
3383,Order Returned,Michael Oakman,2012-11-24,35,384420,0.07,26909,Furniture,Office Furnishings
3384,Order Finished,Mick Crebagga,2012-04-27,50,415080,0.03,12452,Office Supplies,Pens & Art Supplies
3388,Order Finished,Rachel Payne,2010-07-31,41,2969780,0.03,89093,Office Supplies,Envelopes
3390,Order Finished,Thomas Brumley,2009-03-10,36,350700,0.1,35070,Office Supplies,Paper
3393,Order Finished,Sean Braxton,2010-11-29,4,251560,0.02,5031,Office Supplies,Binders & Binder Accessories
3396,Order Returned,Gary Hwang,2011-11-18,48,1240460,0.06,74428,Furniture,Office Furnishings
3399,Order Finished,Tracy Collins,2009-04-21,21,15683140,0.05,784157,Office Supplies,Appliances
3402,Order Finished,Nora Pelletier,2010-09-04,10,556200,0.09,50058,Office Supplies,Binders & Binder Accessories
3403,Order Finished,Maurice Satty,2010-10-18,5,171780,0.08,13742,Technology,Computer Peripherals
3405,Order Finished,Sean Braxton,2012-03-28,30,20827340,0.04,833094,Furniture,Chairs & Chairmats
3409,Order Finished,Valerie Dominguez,2009-07-09,5,48180,0.04,1927,Office Supplies,Binders & Binder Accessories
3413,Order Finished,Tanja Norvell,2009-01-20,36,4334100,0.02,86682,Office Supplies,Appliances
3414,Order Finished,Thomas Brumley,2011-06-18,10,472340,0.09,42511,Furniture,Office Furnishings
3415,Order Finished,Eric Barreto,2009-11-01,25,304620,0.03,9139,Office Supplies,Binders & Binder Accessories
3416,Order Finished,Nick Radford,2011-04-28,28,7165580,0.0,0,Furniture,Chairs & Chairmats
3418,Order Finished,Sanjit Engle,2012-12-17,28,607940,0.1,60794,Office Supplies,Binders & Binder Accessories
3421,Order Finished,Evan Bailliet,2009-11-04,36,662740,0.03,19882,Office Supplies,Paper
3425,Order Finished,Phillip Flathmann,2012-03-11,42,3752180,0.02,75044,Office Supplies,Binders & Binder Accessories
3427,Order Finished,Tracy Collins,2012-06-10,3,71360,0.01,714,Office Supplies,Envelopes
3429,Order Finished,Rachel Payne,2009-10-30,9,68360,0.06,4102,Office Supplies,Paper
3431,Order Finished,Michael Oakman,2010-05-01,43,827660,0.08,66213,Technology,Computer Peripherals
3432,Order Finished,Valerie Dominguez,2012-02-08,50,7202140,0.04,288086,Technology,Computer Peripherals
3433,Order Finished,Theresa Swint,2010-03-03,43,936960,0.07,65587,Office Supplies,Paper
3435,Order Finished,Maribeth Schnelling,2009-02-10,44,1902660,0.0,0,Furniture,Office Furnishings
3436,Order Finished,Thais Sissman,2012-04-13,1,31440,0.0,0,Office Supplies,Appliances
3437,Order Finished,Michael Oakman,2011-06-18,28,1050800,0.08,84064,Office Supplies,Pens & Art Supplies
3441,Order Finished,Rick Bensley,2012-09-23,43,1057060,0.05,52853,Office Supplies,Storage & Organization
3443,Order Returned,Rick Bensley,2011-09-24,28,2416700,0.0,0,Technology,Computer Peripherals
3445,Order Finished,Theresa Swint,2009-03-02,1,398960,0.08,31917,Furniture,Bookcases
3446,Order Finished,Mick Crebagga,2011-01-15,37,1851600,0.01,18516,Office Supplies,Binders & Binder Accessories
3448,Order Finished,Thea Hudgings,2009-03-14,34,3865160,0.1,386516,Furniture,Office Furnishings
3449,Order Finished,Arthur Gainer,2009-07-02,10,1203140,0.09,108283,Furniture,Chairs & Chairmats
3451,Order Finished,Tanja Norvell,2011-02-26,7,751140,0.02,15023,Office Supplies,Binders & Binder Accessories
3456,Order Finished,Katherine Ducich,2011-11-17,26,4758657,0.09,428279,Technology,Telephones & Communication
3458,Order Finished,Rick Bensley,2012-08-01,26,291520,0.0,0,Office Supplies,Binders & Binder Accessories
3459,Order Finished,Michael Moore,2009-02-11,36,19514960,0.07,1366047,Furniture,Chairs & Chairmats
3460,Order Finished,Tom Zandusky,2012-11-25,13,175820,0.05,8791,Office Supplies,Paper
3461,Order Finished,Tanja Norvell,2010-12-12,41,11648020,0.1,1164802,Furniture,Chairs & Chairmats
3463,Order Finished,Henia Zydlo,2012-10-31,49,828220,0.08,66258,Office Supplies,Envelopes
3465,Order Finished,Russell D'Ascenzo,2012-05-31,17,244840,0.08,19587,Office Supplies,Paper
3466,Order Returned,Mick Crebagga,2009-02-25,31,611520,0.1,61152,Office Supplies,Binders & Binder Accessories
3467,Order Finished,Evan Bailliet,2011-08-13,13,819940,0.07,57396,Office Supplies,Appliances
3469,Order Finished,Victor Price,2011-07-27,46,11230800,0.07,786156,Technology,Office Machines
3470,Order Finished,Troy Blackwell,2011-03-07,33,3384060,0.1,338406,Office Supplies,Paper
3472,Order Finished,Gary Hwang,2009-12-05,5,19408740,0.03,582262,Technology,Office Machines
3473,Order Finished,Katherine Ducich,2012-05-12,22,285760,0.08,22861,Office Supplies,Paper
3474,Order Finished,Theresa Swint,2011-07-02,8,1752020,0.07,122641,Office Supplies,Storage & Organization
3477,Order Finished,Harry Marie,2010-06-19,44,1678380,0.0,0,Technology,Office Machines
3480,Order Returned,Tracy Collins,2011-08-24,44,335100,0.03,10053,Office Supplies,Labels
3481,Order Finished,Jamie Frazer,2009-11-12,10,509780,0.09,45880,Technology,Computer Peripherals
3482,Order Finished,Rachel Payne,2011-06-01,25,940220,0.08,75218,Office Supplies,Paper
3483,Order Finished,Rachel Payne,2011-04-09,37,391020,0.03,11731,Office Supplies,Labels
3489,Order Finished,Steven Ward,2011-01-01,18,2327500,0.05,116375,Office Supplies,Binders & Binder Accessories
3490,Order Finished,Eric Hoffmann,2009-09-15,45,5089460,0.02,101789,Furniture,Office Furnishings
3491,Order Finished,Gary Hwang,2010-06-28,34,8562260,0.05,428113,Furniture,Chairs & Chairmats
3493,Order Returned,Toby Knight,2012-02-15,28,230040,0.0,0,Office Supplies,Rubber Bands
3494,Order Finished,Toby Knight,2009-09-19,17,1411700,0.04,56468,Technology,Computer Peripherals
3495,Order Finished,Joseph Airdo,2009-09-01,11,454820,0.06,27289,Furniture,Office Furnishings
3496,Order Finished,Valerie Takahito,2009-12-14,15,81500,0.03,2445,Office Supplies,Labels
3498,Order Finished,Natalie Webber,2011-02-06,17,172580,0.02,3452,Office Supplies,Labels
3500,Order Finished,Thais Sissman,2009-04-13,2,58640,0.08,4691,Office Supplies,Paper
3501,Order Finished,Jamie Frazer,2010-10-19,29,1133320,0.1,113332,Office Supplies,Paper
3503,Order Returned,Jack Garza,2012-10-05,47,20697460,0.09,1862771,Furniture,Tables
3504,Order Finished,Steven Cartwright,2011-10-21,41,2517940,0.1,251794,Technology,Computer Peripherals
3505,Order Finished,Helen Andreada,2012-03-07,41,1661060,0.01,16611,Furniture,Office Furnishings
3506,Order Finished,Sean Braxton,2011-09-30,26,1599680,0.08,127974,Technology,Computer Peripherals
3513,Order Finished,Rachel Payne,2012-05-17,43,260720,0.02,5214,Office Supplies,Labels
3515,Order Finished,Steven Ward,2009-02-28,46,2839660,0.07,198776,Office Supplies,Paper
3518,Order Finished,Rick Bensley,2011-04-01,40,3437740,0.02,68755,Technology,Computer Peripherals
3520,Order Finished,Thea Hudgings,2012-08-29,45,2016680,0.09,181501,Technology,Office Machines
3521,Order Finished,Sanjit Engle,2009-12-07,1,1068600,0.05,53430,Technology,Office Machines
3524,Order Finished,Sam Craven,2011-05-19,6,2619060,0.06,157144,Furniture,Chairs & Chairmats
3528,Order Finished,John Dryer,2010-09-03,5,4008240,0.1,400824,Office Supplies,Binders & Binder Accessories
3530,Order Finished,Ken Heidel,2011-06-16,25,577820,0.08,46226,Office Supplies,Paper
3531,Order Finished,Patrick Ryan,2010-02-27,19,277700,0.08,22216,Office Supplies,Binders & Binder Accessories
3532,Order Returned,Randy Bradley,2010-11-09,5,82360,0.1,8236,Office Supplies,Binders & Binder Accessories
3535,Order Finished,Ken Heidel,2012-12-02,32,36632600,0.06,2197956,Technology,Office Machines
3537,Order Finished,Joseph Holt,2011-08-28,43,640520,0.01,6405,Office Supplies,Binders & Binder Accessories
3540,Order Finished,Peter Fuller,2009-04-18,25,4260440,0.09,383440,Furniture,Chairs & Chairmats
3541,Order Finished,Patrick Ryan,2010-01-16,26,302100,0.09,27189,Office Supplies,Binders & Binder Accessories
3542,Order Finished,William Brown,2012-12-20,6,2368220,0.07,165775,Office Supplies,Storage & Organization
3547,Order Finished,Sam Craven,2010-07-31,13,1902620,0.06,114157,Office Supplies,Appliances
3550,Order Finished,Mitch Willingham,2009-05-01,43,1057200,0.01,10572,Office Supplies,Binders & Binder Accessories
3556,Order Finished,Ashley Jarboe,2010-04-04,17,338960,0.03,10169,Office Supplies,Paper
3557,Order Finished,Rick Hansen,2010-08-12,16,1163040,0.03,34891,Office Supplies,Paper
3561,Order Finished,Randy Bradley,2010-12-29,14,418600,0.01,4186,Office Supplies,Storage & Organization
3562,Order Finished,Ashley Jarboe,2011-10-31,30,400480,0.0,0,Office Supplies,Paper
3563,Order Finished,Toby Grace,2012-07-27,32,11691640,0.1,1169164,Technology,Office Machines
3564,Order Finished,Randy Bradley,2009-06-16,16,1413060,0.0,0,Technology,Computer Peripherals
3567,Order Finished,John Dryer,2009-10-11,13,2703520,0.03,81106,Office Supplies,Appliances
3568,Order Finished,Pauline Webber,2011-01-28,41,24250280,0.08,1940022,Technology,Office Machines
3569,Order Finished,William Brown,2010-08-21,44,4189956,0.06,251397,Technology,Telephones & Communication
3571,Order Finished,Patrick Ryan,2010-02-04,25,991600,0.03,29748,Furniture,Office Furnishings
3574,Order Finished,Julia Dunbar,2010-01-28,32,433020,0.02,8660,Office Supplies,Labels
3576,Order Finished,Rick Hansen,2012-04-29,35,1175840,0.09,105826,Office Supplies,Storage & Organization
3582,Order Finished,Peter Fuller,2010-09-23,43,9241060,0.0,0,Technology,Computer Peripherals
3583,Order Finished,William Brown,2011-02-04,9,5005340,0.1,500534,Furniture,Chairs & Chairmats
3584,Order Finished,Mitch Willingham,2010-05-02,38,6033700,0.05,301685,Office Supplies,Storage & Organization
3585,Order Finished,Neoma Murray,2012-12-09,4,12190280,0.06,731417,Technology,Office Machines
3587,Order Finished,William Brown,2011-11-22,15,215260,0.0,0,Office Supplies,Binders & Binder Accessories
3588,Order Finished,Peter Fuller,2009-10-08,23,137460,0.07,9622,Office Supplies,Pens & Art Supplies
3593,Order Finished,John Dryer,2010-10-02,19,356880,0.03,10706,Office Supplies,Paper
3595,Order Finished,Matt Collister,2009-07-22,44,1010020,0.06,60601,Office Supplies,Appliances
3596,Order Finished,Patrick Ryan,2011-12-28,32,1960140,0.09,176413,Office Supplies,Paper
3598,Order Finished,Pauline Webber,2011-03-22,7,60200,0.09,5418,Office Supplies,Binders & Binder Accessories
3600,Order Finished,Sam Craven,2010-01-18,26,860660,0.08,68853,Furniture,Office Furnishings
3601,Order Finished,Pauline Webber,2012-02-13,15,256540,0.0,0,Office Supplies,Rubber Bands
3602,Order Finished,Patrick Ryan,2009-09-12,4,584681,0.01,5847,Technology,Telephones & Communication
3603,Order Returned,Kean Takahito,2009-07-01,8,506520,0.02,10130,Office Supplies,Binders & Binder Accessories
3604,Order Finished,Julia Dunbar,2009-07-21,20,6723517,0.04,268941,Technology,Telephones & Communication
3607,Order Finished,John Dryer,2009-08-23,16,1175760,0.0,0,Technology,Computer Peripherals
3608,Order Finished,Julia Dunbar,2010-06-09,45,4415800,0.02,88316,Furniture,Office Furnishings
3610,Order Finished,Peter Fuller,2010-03-21,49,1016760,0.06,61006,Furniture,Office Furnishings
3612,Order Finished,Peter Fuller,2011-10-02,19,57640,0.0,0,Office Supplies,Rubber Bands
3613,Order Finished,Maya Herman,2010-12-06,39,1702340,0.07,119164,Office Supplies,Binders & Binder Accessories
3615,Order Finished,Nick Zandusky,2009-12-02,18,5134260,0.02,102685,Furniture,Office Furnishings
3616,Order Returned,Peter Fuller,2011-07-25,42,2488020,0.0,0,Technology,Computer Peripherals
3619,Order Finished,Rick Hansen,2011-05-05,8,188700,0.1,18870,Furniture,Office Furnishings
3620,Order Finished,Mitch Willingham,2009-09-23,32,3858380,0.04,154335,Office Supplies,Appliances
